x1,x2,y1,y2,y3
1.8498565399354578,-1.6978889657625682,0.0,0.0,1.0
-2.7841570186613156,-0.30416132940930124,0.0,0.0,1.0
-1.110194987729706,-2.700601684521701,0.0,0.0,1.0
0.7333220422589017,0.5352975313302355,1.0,0.0,0.0
0.6288996214898239,1.4604081012664,0.0,1.0,0.0
1.5624295632982663,0.40811970725179325,0.0,1.0,0.0
2.3595454663683726,0.9934242967155492,0.0,0.0,1.0
0.34374257718282064,-1.4706700151704197,0.0,1.0,0.0
-1.9306011978109088,-2.1655057087629395,0.0,0.0,1.0
-0.4726265176547548,2.8902363478318027,0.0,0.0,1.0
-2.680869876149375,0.21046614500314642,0.0,0.0,1.0
2.5167849309850894,0.3071706342257428,0.0,0.0,1.0
1.3850667495742803,-0.8425914962934108,0.0,1.0,0.0
2.0360934359716913,1.8154188767478041,0.0,0.0,1.0
1.8932565011808966,0.04904574830745031,0.0,1.0,0.0
0.38095624955286794,-0.396677349778095,1.0,0.0,0.0
1.2804991149849037,-0.8791413946170297,0.0,1.0,0.0
2.429989954076766,1.6941500139592867,0.0,0.0,1.0
-0.8562332065660104,-0.10728503753336256,1.0,0.0,0.0
1.3039860633947526,-1.1670563849025877,0.0,1.0,0.0
0.6064509023797903,-0.16591389294847164,1.0,0.0,0.0
0.4827935675162053,-0.487155100433571,1.0,0.0,0.0
-0.979699381498768,2.641088155706271,0.0,0.0,1.0
-2.732033558353542,-0.6886183193624543,0.0,0.0,1.0
-1.5590963128906103,0.8039484877009415,0.0,1.0,0.0
-2.731397932059858,0.07181019891891963,0.0,0.0,1.0
-0.30272960080564043,2.9005070442250163,0.0,0.0,1.0
-1.3624543087144654,2.5828092183078146,0.0,0.0,1.0
-2.5097422382429935,-1.091288342677211,0.0,0.0,1.0
0.6639908564763647,0.7364624776120342,1.0,0.0,0.0
-2.2715748169914183,-1.4031701347078156,0.0,0.0,1.0
-0.9213002035099983,1.260151414539718,0.0,1.0,0.0
-0.18412816416116284,-1.7794740491286227,0.0,1.0,0.0
-0.6098506303856814,1.3740854702646796,0.0,1.0,0.0
-2.6198050025336523,0.26830263596381737,0.0,0.0,1.0
1.5768949190778274,0.2700610250913284,0.0,1.0,0.0
-1.5984002758004754,2.29880908296207,0.0,0.0,1.0
1.211866441220691,-1.3678825247386626,0.0,1.0,0.0
2.002516768884383,-1.724540189568239,0.0,0.0,1.0
-1.6127262442491672,-2.134672527185133,0.0,0.0,1.0
-1.000598605728692,-1.3207518333275452,0.0,1.0,0.0
-1.3238024631452714,-2.541619913180485,0.0,0.0,1.0
-1.2627588145487274,1.0225742298313207,0.0,1.0,0.0
2.9071705531259666,-0.6123352239774369,0.0,0.0,1.0
-1.0796888181965745,-1.3861162639937286,0.0,1.0,0.0
-0.8808584592694287,-0.026965329564733635,1.0,0.0,0.0
0.05087604358627014,-1.9604718953810598,0.0,1.0,0.0
0.5884510093221055,-0.6916160848226179,1.0,0.0,0.0
0.5590646927659815,-1.6608774481067254,0.0,1.0,0.0
-0.8347419239352105,0.18217118700679139,1.0,0.0,0.0
-0.9105693418844862,1.3042974929617104,0.0,1.0,0.0
0.4352998642443613,0.4772617857595473,1.0,0.0,0.0
0.5363871781282176,-0.6159627224204733,1.0,0.0,0.0
-0.3988619956738394,0.7313213536694674,1.0,0.0,0.0
-0.6435578437436331,0.17403288424919028,1.0,0.0,0.0
0.04073482962938556,-0.9054838578269848,1.0,0.0,0.0
0.4913570755993072,0.3505267967927835,1.0,0.0,0.0
0.3580877083412145,0.42659311064109817,1.0,0.0,0.0
1.5426267274612568,-0.1697744446818872,0.0,1.0,0.0
0.9106502784473238,2.5572700626054163,0.0,0.0,1.0
-1.901494077588067,-0.2963718660148046,0.0,1.0,0.0
1.5428374910172535,1.1397659468934012,0.0,1.0,0.0
-1.7123820689555973,-0.8514790242713471,0.0,1.0,0.0
2.127400649535182,-1.4390136132202658,0.0,0.0,1.0
-0.9734388931725442,0.026447640693723923,1.0,0.0,0.0
-2.3707582950449035,1.348189697743898,0.0,0.0,1.0
-0.7658625815997293,-0.07049054613798325,1.0,0.0,0.0
-0.8451483472609039,-0.4122039701422867,1.0,0.0,0.0
-1.492759792005804,-0.4435063025006749,0.0,1.0,0.0
0.8674743119861922,0.19418142712368325,1.0,0.0,0.0
0.3139887640173778,2.7379141117580024,0.0,0.0,1.0
-0.273905672181916,1.867479618972268,0.0,1.0,0.0
0.34380003235630135,1.9040820309958575,0.0,1.0,0.0
0.47563237220673604,0.5522398650064365,1.0,0.0,0.0
-0.6024457928908883,1.5570695039148321,0.0,1.0,0.0
-0.5581434535395747,1.8758477163380647,0.0,1.0,0.0
-0.4311798330793256,0.28698868302063024,1.0,0.0,0.0
-0.4418310323905339,-0.5167467838358913,1.0,0.0,0.0
0.8561361159696473,0.12347777888243025,1.0,0.0,0.0
-0.43162974029401696,0.8404817932776352,1.0,0.0,0.0
-0.33377451540777453,-2.9714389810691055,0.0,0.0,1.0
1.1227829736198138,2.6429354251835564,0.0,0.0,1.0
2.35544074470016,-0.9889952669450068,0.0,0.0,1.0
-1.4533989479826455,-0.48045103382339605,0.0,1.0,0.0
-1.7259290130725686,-0.12078697209733116,0.0,1.0,0.0
0.3949527542610761,0.5390543763805833,1.0,0.0,0.0
0.8884384345668733,1.2258833984865252,0.0,1.0,0.0
-1.4528968443602517,2.129138432322543,0.0,0.0,1.0
0.7511442967437356,0.26844774628334656,1.0,0.0,0.0
0.6504228686849194,-0.4679007576023177,1.0,0.0,0.0
2.8099069792310143,-0.6786458084590221,0.0,0.0,1.0
-2.4118971460629295,-1.2093191482990573,0.0,0.0,1.0
1.327812508141625,-1.248632820315778,0.0,1.0,0.0
0.03999671776612626,2.9271691962501203,0.0,0.0,1.0
0.9405703912300385,-1.5256493996928384,0.0,1.0,0.0
-0.5278923320901842,0.40780199199673534,1.0,0.0,0.0
