x1,x2,y
-0.16216096525395385,-0.7679600494015199,1.0
-1.5635897115875206,0.15726567143728037,-1.0
0.34048588835790367,1.952755118281054,-1.0
-0.7309836708379917,-1.689793731662483,-1.0
-0.29820364121460813,1.725988468009321,-1.0
-1.7553059027050943,-0.3092863643633085,-1.0
0.8178927741853541,-0.39597323407428286,1.0
0.1814387111883008,-0.7847348662280862,1.0
0.24056925050735486,-1.8163202647023202,-1.0
0.32022401493129743,0.41478686610140947,1.0
-0.4940175008564038,-0.3218072463980687,1.0
1.521129286899671,1.2228160191124806,-1.0
-0.8207798968884825,0.5570321060768684,1.0
0.7970203158744776,0.30024415064849563,1.0
1.0263907058525776,-1.09415538874326,-1.0
1.17489813792051,1.15292513437816,-1.0
0.0645068330069325,1.8386680110996363,-1.0
1.9147468169317863,-0.07045012184948088,-1.0
-0.8244713317517509,0.441376701197602,1.0
-1.5010613705478537,-1.080253839165359,-1.0
1.1732999742567407,-1.358621362640466,-1.0
-0.5052509509491209,0.7294798070466283,1.0
-0.09841328690360955,-0.5112036100199956,1.0
-0.28160269150236694,-0.6890301236084204,1.0
0.8788030018318083,0.4255141869148375,1.0
0.7026972634397991,0.6542244951563048,1.0
-0.01713960379221551,-0.8079192668422086,1.0
1.6970652539452429,-0.3312022462311087,-1.0
-1.6116146410924872,-0.6836120166093677,-1.0
0.0045994905392818764,-1.6270705431706256,-1.0
-0.35671531223877606,0.47200705725067044,1.0
-0.18756481428580363,-0.970918787110258,1.0
0.610258163720304,0.1997856010427459,1.0
-0.031910880290822424,-1.860716708356038,-1.0
-1.3279246903359518,-1.1294996546197842,-1.0
-0.08829290669066911,0.7108200972674223,1.0
1.8851816851798318,-0.1293692529025249,-1.0
0.4677872603277683,-0.3546567556445107,1.0
-0.30921626405819486,-1.6584388316724146,-1.0
-1.6917909115953285,-0.3116376389112285,-1.0
-0.7770858757656486,1.7999207313771803,-1.0
-1.7982837257161164,-0.7190551725812548,-1.0
0.9871477892667321,-1.4302291918535297,-1.0
1.8934667328631225,0.08312888202391801,-1.0
-0.6497851516433933,-1.4654689600081534,-1.0
0.8950296283207902,-1.662788306535241,-1.0
-0.6817972541655691,-0.17179616534903233,1.0
0.12037384928101875,0.97783772974085,1.0
0.02596382144108366,-1.9037162752405408,-1.0
0.5464117968138043,0.06557430858172408,1.0
0.5473606412146954,-0.26597982109863655,1.0
-0.5011046947404272,-0.6789587736503531,1.0
-0.5001817202041684,0.004758978530295587,1.0
0.48374015763665057,-0.7936115092712878,1.0
-0.178593746612462,-1.5907272989122856,-1.0
1.327812508141625,-1.248632820315778,-1.0
1.8547725992995823,0.013143462269703848,-1.0
0.33755822520878465,0.45737583900738066,1.0
0.5144389100373801,0.4204669017201293,1.0
-0.6894569364925753,1.3735128412978883,-1.0
1.2564500210038543,1.4805461134035756,-1.0
-0.9105693418844862,1.3042974929617104,-1.0
1.7967586411605463,0.8610395555673823,-1.0
-0.23570021105329736,-0.6729246593664376,1.0
-0.27831069013901516,0.5238340479223392,1.0
-0.2832058235596885,0.7661154708972832,1.0
-0.014543548687508658,0.5173508557656744,1.0
0.4409057095611782,1.7262114939438926,-1.0
0.25170577760927504,1.777635866692366,-1.0
0.28493824625126535,0.6212946176240581,1.0
1.6121687675226166,-0.08551033032528292,-1.0
-0.7010338581267452,0.6510962668553893,1.0
-0.31757043169982896,-0.5776154910953994,1.0
-1.1460255919935793,-1.1902150400947302,-1.0
-0.2266038612346722,-0.45201523233267865,1.0
-0.577846998016166,-0.2603509170962652,1.0
1.521653218481551,-0.8004244743683916,-1.0
-0.4073749274815285,0.5379372077851935,1.0
0.852855743345809,-0.5207732953082623,1.0
0.8680219747028175,0.18738375185709252,1.0
0.7357199679814281,0.32020068134077084,1.0
0.31746514401956016,-0.5546933857179953,1.0
-0.41725320449373476,0.4040500614644706,1.0
-0.14350884167729627,0.521313634244525,1.0
1.2746358803522264,-0.8112746285805212,-1.0
0.6765045525564154,1.4498536442644117,-1.0
0.7890997426350439,0.18583684085810243,1.0
1.4720404099730902,-1.1555695378660833,-1.0
-1.6131306719701721,-0.6154502617009432,-1.0
-0.1389816663925394,-1.9603464039703369,-1.0
0.7226140785914932,-1.5535848433136312,-1.0
0.5581162534189817,0.6074307481553044,1.0
-0.5830454257701359,0.6644577055094485,1.0
0.06295786295213353,-0.5589737820848422,1.0
-0.6020293411420163,-0.6074925019931889,1.0
-1.9217492980671065,-0.5523927471109283,-1.0
1.1324666748916028,1.5662363283865066,-1.0
-1.2330473407571252,1.5366159195641695,-1.0
-0.5803485342701304,0.6360755886926057,1.0
1.4665970156445831,1.108455098258261,-1.0
-0.7930799424961643,0.2711170792669848,1.0
-1.7461662916576268,-0.054914989342043606,-1.0
0.4303581144203933,0.35754025954821594,1.0
-0.19720255756235983,0.5171237857084976,1.0
-1.848488109091858,-0.2396098146915923,-1.0
0.7523018483255619,-0.6549628936954892,1.0
0.22458849091836824,-1.8296657766578488,-1.0
0.2501697600739808,-0.8334723326367703,1.0
0.04717904850531008,1.832630863208542,-1.0
0.0015593371703544227,1.8302341900562682,-1.0
0.1403852159782362,-0.9394819478405579,1.0
-0.20432954828310096,1.6830956162862727,-1.0
-0.7196846488287157,-1.5934065183743553,-1.0
-0.8953911433533301,-0.4293707832398747,1.0
